"DEMO_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CAN","Canada","2012","2012",1.61,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CZE","Czech Republic","2000","2000",1.15,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CZE","Czech Republic","2001","2001",1.15,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CZE","Czech Republic","2002","2002",1.17,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CZE","Czech Republic","2003","2003",1.18,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CZE","Czech Republic","2004","2004",1.23,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CZE","Czech Republic","2005","2005",1.29,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CZE","Czech Republic","2006","2006",1.34,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CZE","Czech Republic","2007","2007",1.45,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CZE","Czech Republic","2008","2008",1.51,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CZE","Czech Republic","2009","2009",1.51,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CZE","Czech Republic","2010","2010",1.51,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CZE","Czech Republic","2011","2011",1.43,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CZE","Czech Republic","2012","2012",1.45,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DNK","Denmark","2000","2000",1.77,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DNK","Denmark","2001","2001",1.74,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DNK","Denmark","2002","2002",1.72,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DNK","Denmark","2003","2003",1.76,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DNK","Denmark","2004","2004",1.78,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DNK","Denmark","2005","2005",1.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DNK","Denmark","2006","2006",1.85,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DNK","Denmark","2007","2007",1.84,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DNK","Denmark","2008","2008",1.89,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DNK","Denmark","2009","2009",1.84,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DNK","Denmark","2010","2010",1.87,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DNK","Denmark","2011","2011",1.75,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DNK","Denmark","2012","2012",1.73,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FIN","Finland","2000","2000",1.73,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FIN","Finland","2001","2001",1.73,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FIN","Finland","2002","2002",1.72,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FIN","Finland","2003","2003",1.76,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FIN","Finland","2004","2004",1.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FIN","Finland","2005","2005",1.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FIN","Finland","2006","2006",1.84,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FIN","Finland","2007","2007",1.83,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FIN","Finland","2008","2008",1.85,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FIN","Finland","2009","2009",1.86,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FIN","Finland","2010","2010",1.87,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FIN","Finland","2011","2011",1.83,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FIN","Finland","2012","2012",1.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FRA","France","2000","2000",1.89,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FRA","France","2001","2001",1.9,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FRA","France","2002","2002",1.88,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FRA","France","2003","2003",1.89,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FRA","France","2004","2004",1.92,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FRA","France","2005","2005",1.94,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FRA","France","2006","2006",2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FRA","France","2007","2007",1.98,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FRA","France","2008","2008",2.01,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FRA","France","2009","2009",2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FRA","France","2010","2010",2.03,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FRA","France","2011","2011",2.01,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FRA","France","2012","2012",2.01,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DEU","Germany","2000","2000",1.38,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DEU","Germany","2001","2001",1.35,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DEU","Germany","2002","2002",1.34,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DEU","Germany","2003","2003",1.34,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DEU","Germany","2004","2004",1.36,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DEU","Germany","2005","2005",1.34,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DEU","Germany","2006","2006",1.33,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DEU","Germany","2007","2007",1.37,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DEU","Germany","2008","2008",1.38,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DEU","Germany","2009","2009",1.36,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DEU","Germany","2010","2010",1.39,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DEU","Germany","2011","2011",1.36,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DEU","Germany","2012","2012",1.38,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","GRC","Greece","2000","2000",1.27,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","GRC","Greece","2001","2001",1.25,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","GRC","Greece","2002","2002",1.27,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","GRC","Greece","2003","2003",1.28,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","GRC","Greece","2004","2004",1.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","GRC","Greece","2005","2005",1.32,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","GRC","Greece","2006","2006",1.4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","GRC","Greece","2007","2007",1.38,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","GRC","Greece","2008","2008",1.47,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","GRC","Greece","2009","2009",1.49,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","GRC","Greece","2010","2010",1.51,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","GRC","Greece","2011","2011",1.39,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","GRC","Greece","2012","2012",1.34,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","HUN","Hungary","2000","2000",1.32,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","HUN","Hungary","2001","2001",1.31,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","HUN","Hungary","2002","2002",1.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","HUN","Hungary","2003","2003",1.27,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","HUN","Hungary","2004","2004",1.28,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","HUN","Hungary","2005","2005",1.31,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","HUN","Hungary","2006","2006",1.34,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","HUN","Hungary","2007","2007",1.32,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","HUN","Hungary","2008","2008",1.35,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","HUN","Hungary","2009","2009",1.32,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","HUN","Hungary","2010","2010",1.25,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","HUN","Hungary","2011","2011",1.26,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","HUN","Hungary","2012","2012",1.34,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ISL","Iceland","2000","2000",2.08,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ISL","Iceland","2001","2001",1.95,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ISL","Iceland","2002","2002",1.93,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ISL","Iceland","2003","2003",1.99,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ISL","Iceland","2004","2004",2.04,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ISL","Iceland","2005","2005",2.05,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ISL","Iceland","2006","2006",2.08,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ISL","Iceland","2007","2007",2.09,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ISL","Iceland","2008","2008",2.15,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ISL","Iceland","2009","2009",2.23,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ISL","Iceland","2010","2010",2.2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ISL","Iceland","2011","2011",2.02,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ISL","Iceland","2012","2012",2.04,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","IRL","Ireland","2000","2000",1.89,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","IRL","Ireland","2001","2001",1.94,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","IRL","Ireland","2002","2002",1.97,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","IRL","Ireland","2003","2003",1.96,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","IRL","Ireland","2004","2004",1.93,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","IRL","Ireland","2005","2005",1.86,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","IRL","Ireland","2006","2006",1.91,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","IRL","Ireland","2007","2007",2.01,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","IRL","Ireland","2008","2008",2.06,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","IRL","Ireland","2009","2009",2.06,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","IRL","Ireland","2010","2010",2.05,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","IRL","Ireland","2011","2011",2.03,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","IRL","Ireland","2012","2012",2.01,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ITA","Italy","2000","2000",1.26,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ITA","Italy","2001","2001",1.25,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ITA","Italy","2002","2002",1.27,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ITA","Italy","2003","2003",1.29,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ITA","Italy","2004","2004",1.34,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ITA","Italy","2005","2005",1.34,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ITA","Italy","2006","2006",1.37,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ITA","Italy","2007","2007",1.4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ITA","Italy","2008","2008",1.45,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ITA","Italy","2009","2009",1.45,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ITA","Italy","2010","2010",1.46,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ITA","Italy","2011","2011",1.44,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ITA","Italy","2012","2012",1.43,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","JPN","Japan","2000","2000",1.359,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","JPN","Japan","2001","2001",1.33,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","JPN","Japan","2002","2002",1.32,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","JPN","Japan","2003","2003",1.29,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","JPN","Japan","2004","2004",1.29,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","JPN","Japan","2005","2005",1.26,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","JPN","Japan","2006","2006",1.32,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","JPN","Japan","2007","2007",1.34,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","JPN","Japan","2008","2008",1.37,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","JPN","Japan","2009","2009",1.37,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","JPN","Japan","2010","2010",1.39,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","JPN","Japan","2011","2011",1.39,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","JPN","Japan","2012","2012",1.41,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","KOR","Republic of Korea","2000","2000",1.467,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","KOR","Republic of Korea","2001","2001",1.297,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","KOR","Republic of Korea","2002","2002",1.166,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","KOR","Republic of Korea","2003","2003",1.18,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","KOR","Republic of Korea","2004","2004",1.154,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","KOR","Republic of Korea","2005","2005",1.076,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","KOR","Republic of Korea","2006","2006",1.123,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","KOR","Republic of Korea","2007","2007",1.25,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","KOR","Republic of Korea","2008","2008",1.192,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","KOR","Republic of Korea","2009","2009",1.149,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","KOR","Republic of Korea","2010","2010",1.226,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","KOR","Republic of Korea","2011","2011",1.244,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","KOR","Republic of Korea","2012","2012",1.297,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","LUX","Luxembourg","2000","2000",1.76,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","LUX","Luxembourg","2001","2001",1.66,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","LUX","Luxembourg","2002","2002",1.63,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","LUX","Luxembourg","2003","2003",1.62,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","LUX","Luxembourg","2004","2004",1.66,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","LUX","Luxembourg","2005","2005",1.63,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","LUX","Luxembourg","2006","2006",1.65,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","LUX","Luxembourg","2007","2007",1.61,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","LUX","Luxembourg","2008","2008",1.61,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","LUX","Luxembourg","2009","2009",1.59,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","LUX","Luxembourg","2010","2010",1.63,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","LUX","Luxembourg","2011","2011",1.52,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","LUX","Luxembourg","2012","2012",1.57,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MEX","Mexico","2000","2000",2.747,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MEX","Mexico","2001","2001",2.697,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MEX","Mexico","2002","2002",2.649,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MEX","Mexico","2003","2003",2.604,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MEX","Mexico","2004","2004",2.561,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MEX","Mexico","2005","2005",2.521,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MEX","Mexico","2006","2006",2.483,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MEX","Mexico","2007","2007",2.447,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MEX","Mexico","2008","2008",2.415,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MEX","Mexico","2009","2009",2.385,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MEX","Mexico","2010","2010",2.356,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MEX","Mexico","2011","2011",2.328,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MEX","Mexico","2012","2012",2.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NLD","Netherlands","2000","2000",1.72,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NLD","Netherlands","2001","2001",1.71,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NLD","Netherlands","2002","2002",1.73,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NLD","Netherlands","2003","2003",1.75,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NLD","Netherlands","2004","2004",1.72,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NLD","Netherlands","2005","2005",1.71,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NLD","Netherlands","2006","2006",1.72,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NLD","Netherlands","2007","2007",1.72,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NLD","Netherlands","2008","2008",1.77,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NLD","Netherlands","2009","2009",1.79,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NLD","Netherlands","2010","2010",1.79,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NLD","Netherlands","2011","2011",1.76,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NLD","Netherlands","2012","2012",1.72,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NZL","New Zealand","2000","2000",1.98,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NZL","New Zealand","2001","2001",1.97,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NZL","New Zealand","2002","2002",1.89,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NZL","New Zealand","2003","2003",1.93,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NZL","New Zealand","2004","2004",1.98,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NZL","New Zealand","2005","2005",1.97,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NZL","New Zealand","2006","2006",2.01,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NZL","New Zealand","2007","2007",2.17,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NZL","New Zealand","2008","2008",2.18,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NZL","New Zealand","2009","2009",2.12,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NZL","New Zealand","2010","2010",2.15,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NZL","New Zealand","2011","2011",2.06,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NZL","New Zealand","2012","2012",2.05,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NOR","Norway","2000","2000",1.85,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NOR","Norway","2001","2001",1.78,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NOR","Norway","2002","2002",1.75,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NOR","Norway","2003","2003",1.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NOR","Norway","2004","2004",1.83,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NOR","Norway","2005","2005",1.84,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NOR","Norway","2006","2006",1.9,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NOR","Norway","2007","2007",1.9,,
