"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value"
"20001","Researchers (FTE) - Total ","CZE","Czech Republic","2001","2001",14987
"20001","Researchers (FTE) - Total ","CZE","Czech Republic","2002","2002",14974
"20001","Researchers (FTE) - Total ","CZE","Czech Republic","2003","2003",15809
"20001","Researchers (FTE) - Total ","CZE","Czech Republic","2004","2004",16300
"20001","Researchers (FTE) - Total ","CZE","Czech Republic","2005","2005",24169
"20001","Researchers (FTE) - Total ","CZE","Czech Republic","2006","2006",26267
"20001","Researchers (FTE) - Total ","CZE","Czech Republic","2007","2007",27878
"20001","Researchers (FTE) - Total ","CZE","Czech Republic","2008","2008",29785
"20001","Researchers (FTE) - Total ","CZE","Czech Republic","2009","2009",28759
"20001","Researchers (FTE) - Total ","CZE","Czech Republic","2010","2010",29228
"20001","Researchers (FTE) - Total ","CZE","Czech Republic","2011","2011",30682
"20001","Researchers (FTE) - Total ","CZE","Czech Republic","2012","2012",33217
"20001","Researchers (FTE) - Total ","CZE","Czech Republic","2013","2013",34271
"20001","Researchers (FTE) - Total ","DNK","Denmark","1996","1996",16699
"20001","Researchers (FTE) - Total ","DNK","Denmark","1997","1997",17511
"20001","Researchers (FTE) - Total ","DNK","Denmark","1999","1999",18945
"20001","Researchers (FTE) - Total ","DNK","Denmark","2001","2001",19453
"20001","Researchers (FTE) - Total ","DNK","Denmark","2002","2002",25547
"20001","Researchers (FTE) - Total ","DNK","Denmark","2003","2003",24882
"20001","Researchers (FTE) - Total ","DNK","Denmark","2004","2004",26167
"20001","Researchers (FTE) - Total ","DNK","Denmark","2005","2005",28179
"20001","Researchers (FTE) - Total ","DNK","Denmark","2006","2006",28846
"20001","Researchers (FTE) - Total ","DNK","Denmark","2007","2007",30174
"20001","Researchers (FTE) - Total ","DNK","Denmark","2008","2008",35702
"20001","Researchers (FTE) - Total ","DNK","Denmark","2009","2009",36789
"20001","Researchers (FTE) - Total ","DNK","Denmark","2010","2010",37435
"20001","Researchers (FTE) - Total ","DNK","Denmark","2011","2011",39180
"20001","Researchers (FTE) - Total ","DNK","Denmark","2012","2012",40946
"20001","Researchers (FTE) - Total ","DNK","Denmark","2013","2013",40858
"20001","Researchers (FTE) - Total ","FIN","Finland","1997","1997",26483
"20001","Researchers (FTE) - Total ","FIN","Finland","1998","1998",30431
"20001","Researchers (FTE) - Total ","FIN","Finland","1999","1999",32676
"20001","Researchers (FTE) - Total ","FIN","Finland","2000","2000",34847
"20001","Researchers (FTE) - Total ","FIN","Finland","2001","2001",36889
"20001","Researchers (FTE) - Total ","FIN","Finland","2002","2002",38630
"20001","Researchers (FTE) - Total ","FIN","Finland","2003","2003",41724
"20001","Researchers (FTE) - Total ","FIN","Finland","2004","2004",41004
"20001","Researchers (FTE) - Total ","FIN","Finland","2005","2005",39582
"20001","Researchers (FTE) - Total ","FIN","Finland","2006","2006",40411
"20001","Researchers (FTE) - Total ","FIN","Finland","2007","2007",39000
"20001","Researchers (FTE) - Total ","FIN","Finland","2008","2008",40879
"20001","Researchers (FTE) - Total ","FIN","Finland","2009","2009",40849
"20001","Researchers (FTE) - Total ","FIN","Finland","2010","2010",41425
"20001","Researchers (FTE) - Total ","FIN","Finland","2011","2011",40003
"20001","Researchers (FTE) - Total ","FIN","Finland","2012","2012",40468
"20001","Researchers (FTE) - Total ","FIN","Finland","2013","2013",39196
"20001","Researchers (FTE) - Total ","FRA","France","1996","1996",154827
"20001","Researchers (FTE) - Total ","FRA","France","1997","1997",154742
"20001","Researchers (FTE) - Total ","FRA","France","1998","1998",155727
"20001","Researchers (FTE) - Total ","FRA","France","1999","1999",160424
"20001","Researchers (FTE) - Total ","FRA","France","2000","2000",172070
"20001","Researchers (FTE) - Total ","FRA","France","2001","2001",177372
"20001","Researchers (FTE) - Total ","FRA","France","2002","2002",186420
"20001","Researchers (FTE) - Total ","FRA","France","2003","2003",192790
"20001","Researchers (FTE) - Total ","FRA","France","2004","2004",202377
"20001","Researchers (FTE) - Total ","FRA","France","2005","2005",202507
"20001","Researchers (FTE) - Total ","FRA","France","2006","2006",210591
"20001","Researchers (FTE) - Total ","FRA","France","2007","2007",221851
"20001","Researchers (FTE) - Total ","FRA","France","2008","2008",227679
"20001","Researchers (FTE) - Total ","FRA","France","2009","2009",234366
"20001","Researchers (FTE) - Total ","FRA","France","2010","2010",243533
"20001","Researchers (FTE) - Total ","FRA","France","2011","2011",249247
"20001","Researchers (FTE) - Total ","FRA","France","2012","2012",259066
"20001","Researchers (FTE) - Total ","FRA","France","2013","2013",265177
"20001","Researchers (FTE) - Total ","DEU","Germany","1996","1996",230189
"20001","Researchers (FTE) - Total ","DEU","Germany","1997","1997",235793
"20001","Researchers (FTE) - Total ","DEU","Germany","1998","1998",237712
"20001","Researchers (FTE) - Total ","DEU","Germany","1999","1999",254691
"20001","Researchers (FTE) - Total ","DEU","Germany","2000","2000",257874
"20001","Researchers (FTE) - Total ","DEU","Germany","2001","2001",264385
"20001","Researchers (FTE) - Total ","DEU","Germany","2002","2002",265812
"20001","Researchers (FTE) - Total ","DEU","Germany","2003","2003",268942
"20001","Researchers (FTE) - Total ","DEU","Germany","2004","2004",270215
"20001","Researchers (FTE) - Total ","DEU","Germany","2005","2005",272148
"20001","Researchers (FTE) - Total ","DEU","Germany","2006","2006",279822
"20001","Researchers (FTE) - Total ","DEU","Germany","2007","2007",290853
"20001","Researchers (FTE) - Total ","DEU","Germany","2008","2008",302641
"20001","Researchers (FTE) - Total ","DEU","Germany","2009","2009",317307
"20001","Researchers (FTE) - Total ","DEU","Germany","2010","2010",327996
"20001","Researchers (FTE) - Total ","DEU","Germany","2011","2011",338689
"20001","Researchers (FTE) - Total ","DEU","Germany","2012","2012",352419
"20001","Researchers (FTE) - Total ","DEU","Germany","2013","2013",360310
"20001","Researchers (FTE) - Total ","GRC","Greece","1997","1997",10964
"20001","Researchers (FTE) - Total ","GRC","Greece","1999","1999",14748
"20001","Researchers (FTE) - Total ","GRC","Greece","2001","2001",14371
"20001","Researchers (FTE) - Total ","GRC","Greece","2003","2003",15631
"20001","Researchers (FTE) - Total ","GRC","Greece","2005","2005",19593
"20001","Researchers (FTE) - Total ","GRC","Greece","2006","2006",19907
"20001","Researchers (FTE) - Total ","GRC","Greece","2007","2007",21014
"20001","Researchers (FTE) - Total ","GRC","Greece","2011","2011",24674
"20001","Researchers (FTE) - Total ","GRC","Greece","2012","2012",24800
"20001","Researchers (FTE) - Total ","GRC","Greece","2013","2013",29055
"20001","Researchers (FTE) - Total ","HUN","Hungary","1996","1996",10408
"20001","Researchers (FTE) - Total ","HUN","Hungary","1997","1997",11154
"20001","Researchers (FTE) - Total ","HUN","Hungary","1998","1998",11731
"20001","Researchers (FTE) - Total ","HUN","Hungary","1999","1999",12579
"20001","Researchers (FTE) - Total ","HUN","Hungary","2000","2000",14406
"20001","Researchers (FTE) - Total ","HUN","Hungary","2001","2001",14666
"20001","Researchers (FTE) - Total ","HUN","Hungary","2002","2002",14965
"20001","Researchers (FTE) - Total ","HUN","Hungary","2003","2003",15180
"20001","Researchers (FTE) - Total ","HUN","Hungary","2004","2004",14904
"20001","Researchers (FTE) - Total ","HUN","Hungary","2005","2005",15878
"20001","Researchers (FTE) - Total ","HUN","Hungary","2006","2006",17547
"20001","Researchers (FTE) - Total ","HUN","Hungary","2007","2007",17391
"20001","Researchers (FTE) - Total ","HUN","Hungary","2008","2008",18504
"20001","Researchers (FTE) - Total ","HUN","Hungary","2009","2009",20064
"20001","Researchers (FTE) - Total ","HUN","Hungary","2010","2010",21342
"20001","Researchers (FTE) - Total ","HUN","Hungary","2011","2011",23019
"20001","Researchers (FTE) - Total ","HUN","Hungary","2012","2012",23837
"20001","Researchers (FTE) - Total ","HUN","Hungary","2013","2013",25038
"20001","Researchers (FTE) - Total ","ISL","Iceland","1997","1997",1341
"20001","Researchers (FTE) - Total ","ISL","Iceland","1998","1998",1414
"20001","Researchers (FTE) - Total ","ISL","Iceland","1999","1999",1578
"20001","Researchers (FTE) - Total ","ISL","Iceland","2001","2001",1859
"20001","Researchers (FTE) - Total ","ISL","Iceland","2003","2003",1917
"20001","Researchers (FTE) - Total ","ISL","Iceland","2005","2005",2155
"20001","Researchers (FTE) - Total ","ISL","Iceland","2006","2006",2400
"20001","Researchers (FTE) - Total ","ISL","Iceland","2007","2007",2208
"20001","Researchers (FTE) - Total ","ISL","Iceland","2008","2008",2308
"20001","Researchers (FTE) - Total ","ISL","Iceland","2009","2009",2505
"20001","Researchers (FTE) - Total ","ISL","Iceland","2011","2011",2258
"20001","Researchers (FTE) - Total ","IRL","Ireland","1996","1996",6420
"20001","Researchers (FTE) - Total ","IRL","Ireland","1997","1997",7047
"20001","Researchers (FTE) - Total ","IRL","Ireland","1998","1998",7720
"20001","Researchers (FTE) - Total ","IRL","Ireland","1999","1999",7877
"20001","Researchers (FTE) - Total ","IRL","Ireland","2000","2000",8516
"20001","Researchers (FTE) - Total ","IRL","Ireland","2001","2001",8949
"20001","Researchers (FTE) - Total ","IRL","Ireland","2002","2002",9376
"20001","Researchers (FTE) - Total ","IRL","Ireland","2003","2003",10039
"20001","Researchers (FTE) - Total ","IRL","Ireland","2004","2004",11010
"20001","Researchers (FTE) - Total ","IRL","Ireland","2005","2005",11587
"20001","Researchers (FTE) - Total ","IRL","Ireland","2006","2006",12172
"20001","Researchers (FTE) - Total ","IRL","Ireland","2007","2007",12695
"20001","Researchers (FTE) - Total ","IRL","Ireland","2008","2008",14502
"20001","Researchers (FTE) - Total ","IRL","Ireland","2009","2009",14189
"20001","Researchers (FTE) - Total ","IRL","Ireland","2010","2010",14176
"20001","Researchers (FTE) - Total ","IRL","Ireland","2011","2011",15172
"20001","Researchers (FTE) - Total ","IRL","Ireland","2012","2012",15732
"20001","Researchers (FTE) - Total ","ITA","Italy","1996","1996",76441
"20001","Researchers (FTE) - Total ","ITA","Italy","1997","1997",65694
"20001","Researchers (FTE) - Total ","ITA","Italy","1998","1998",65354
"20001","Researchers (FTE) - Total ","ITA","Italy","1999","1999",65098
"20001","Researchers (FTE) - Total ","ITA","Italy","2000","2000",66110
"20001","Researchers (FTE) - Total ","ITA","Italy","2001","2001",66702
"20001","Researchers (FTE) - Total ","ITA","Italy","2002","2002",71242
"20001","Researchers (FTE) - Total ","ITA","Italy","2003","2003",70332
"20001","Researchers (FTE) - Total ","ITA","Italy","2004","2004",72012
"20001","Researchers (FTE) - Total ","ITA","Italy","2005","2005",82489
"20001","Researchers (FTE) - Total ","ITA","Italy","2006","2006",88430
"20001","Researchers (FTE) - Total ","ITA","Italy","2007","2007",93000
"20001","Researchers (FTE) - Total ","ITA","Italy","2008","2008",95766
"20001","Researchers (FTE) - Total ","ITA","Italy","2009","2009",101840
"20001","Researchers (FTE) - Total ","ITA","Italy","2010","2010",103424
"20001","Researchers (FTE) - Total ","ITA","Italy","2011","2011",106151
"20001","Researchers (FTE) - Total ","ITA","Italy","2012","2012",110695
"20001","Researchers (FTE) - Total ","ITA","Italy","2013","2013",117973
"20001","Researchers (FTE) - Total ","JPN","Japan","1996","1996",617365
"20001","Researchers (FTE) - Total ","JPN","Japan","1997","1997",625442
"20001","Researchers (FTE) - Total ","JPN","Japan","1998","1998",652845
"20001","Researchers (FTE) - Total ","JPN","Japan","1999","1999",658910
"20001","Researchers (FTE) - Total ","JPN","Japan","2000","2000",647572
"20001","Researchers (FTE) - Total ","JPN","Japan","2001","2001",653021
"20001","Researchers (FTE) - Total ","JPN","Japan","2002","2002",623035
"20001","Researchers (FTE) - Total ","JPN","Japan","2003","2003",652369
"20001","Researchers (FTE) - Total ","JPN","Japan","2004","2004",653747
"20001","Researchers (FTE) - Total ","JPN","Japan","2005","2005",680631
"20001","Researchers (FTE) - Total ","JPN","Japan","2006","2006",684884
"20001","Researchers (FTE) - Total ","JPN","Japan","2007","2007",684311
"20001","Researchers (FTE) - Total ","JPN","Japan","2008","2008",656676
"20001","Researchers (FTE) - Total ","JPN","Japan","2009","2009",655530
"20001","Researchers (FTE) - Total ","JPN","Japan","2010","2010",656032
"20001","Researchers (FTE) - Total ","JPN","Japan","2011","2011",656651
"20001","Researchers (FTE) - Total ","JPN","Japan","2012","2012",646347
"20001","Researchers (FTE) - Total ","JPN","Japan","2013","2013",660489
"20001","Researchers (FTE) - Total ","KOR","Republic of Korea","1996","1996",99433
"20001","Researchers (FTE) - Total ","KOR","Republic of Korea","1997","1997",102660
"20001","Researchers (FTE) - Total ","KOR","Republic of Korea","1998","1998",92541
"20001","Researchers (FTE) - Total ","KOR","Republic of Korea","1999","1999",100210
"20001","Researchers (FTE) - Total ","KOR","Republic of Korea","2000","2000",108370
"20001","Researchers (FTE) - Total ","KOR","Republic of Korea","2001","2001",136337
"20001","Researchers (FTE) - Total ","KOR","Republic of Korea","2002","2002",141917
"20001","Researchers (FTE) - Total ","KOR","Republic of Korea","2003","2003",151254
"20001","Researchers (FTE) - Total ","KOR","Republic of Korea","2004","2004",156220
"20001","Researchers (FTE) - Total ","KOR","Republic of Korea","2005","2005",179812
"20001","Researchers (FTE) - Total ","KOR","Republic of Korea","2006","2006",199990
"20001","Researchers (FTE) - Total ","KOR","Republic of Korea","2007","2007",221928
"20001","Researchers (FTE) - Total ","KOR","Republic of Korea","2008","2008",236137
"20001","Researchers (FTE) - Total ","KOR","Republic of Korea","2009","2009",244077
"20001","Researchers (FTE) - Total ","KOR","Republic of Korea","2010","2010",264118
"20001","Researchers (FTE) - Total ","KOR","Republic of Korea","2011","2011",288901
"20001","Researchers (FTE) - Total ","KOR","Republic of Korea","2012","2012",315589
"20001","Researchers (FTE) - Total ","KOR","Republic of Korea","2013","2013",321842
"20001","Researchers (FTE) - Total ","LUX","Luxembourg","2000","2000",1646
"20001","Researchers (FTE) - Total ","LUX","Luxembourg","2003","2003",1949
"20001","Researchers (FTE) - Total ","LUX","Luxembourg","2004","2004",2031
"20001","Researchers (FTE) - Total ","LUX","Luxembourg","2005","2005",2227
"20001","Researchers (FTE) - Total ","LUX","Luxembourg","2006","2006",2054
"20001","Researchers (FTE) - Total ","LUX","Luxembourg","2007","2007",2201
"20001","Researchers (FTE) - Total ","LUX","Luxembourg","2008","2008",2288
"20001","Researchers (FTE) - Total ","LUX","Luxembourg","2009","2009",2396
"20001","Researchers (FTE) - Total ","LUX","Luxembourg","2010","2010",2636
"20001","Researchers (FTE) - Total ","LUX","Luxembourg","2011","2011",3031
"20001","Researchers (FTE) - Total ","LUX","Luxembourg","2012","2012",2491
"20001","Researchers (FTE) - Total ","LUX","Luxembourg","2013","2013",2615
"20001","Researchers (FTE) - Total ","MEX","Mexico","1996","1996",19894
"20001","Researchers (FTE) - Total ","MEX","Mexico","1997","1997",21417
"20001","Researchers (FTE) - Total ","MEX","Mexico","1998","1998",20832
"20001","Researchers (FTE) - Total ","MEX","Mexico","1999","1999",21879
"20001","Researchers (FTE) - Total ","MEX","Mexico","2000","2000",22228
"20001","Researchers (FTE) - Total ","MEX","Mexico","2001","2001",23390
"20001","Researchers (FTE) - Total ","MEX","Mexico","2002","2002",31132
"20001","Researchers (FTE) - Total ","MEX","Mexico","2003","2003",33558
"20001","Researchers (FTE) - Total ","MEX","Mexico","2004","2004",39724
"20001","Researchers (FTE) - Total ","MEX","Mexico","2005","2005",43922
"20001","Researchers (FTE) - Total ","MEX","Mexico","2006","2006",36264
"20001","Researchers (FTE) - Total ","MEX","Mexico","2007","2007",37930
"20001","Researchers (FTE) - Total ","MEX","Mexico","2008","2008",37639
"20001","Researchers (FTE) - Total ","MEX","Mexico","2009","2009",42973
"20001","Researchers (FTE) - Total ","MEX","Mexico","2010","2010",45045
"20001","Researchers (FTE) - Total ","MEX","Mexico","2011","2011",46125
"20001","Researchers (FTE) - Total ","NLD","Netherlands","1996","1996",35535
"20001","Researchers (FTE) - Total ","NLD","Netherlands","1997","1997",38053
"20001","Researchers (FTE) - Total ","NLD","Netherlands","1998","1998",39081
"20001","Researchers (FTE) - Total ","NLD","Netherlands","1999","1999",41803
"20001","Researchers (FTE) - Total ","NLD","Netherlands","2000","2000",42194
"20001","Researchers (FTE) - Total ","NLD","Netherlands","2001","2001",45599
"20001","Researchers (FTE) - Total ","NLD","Netherlands","2002","2002",43875
"20001","Researchers (FTE) - Total ","NLD","Netherlands","2003","2003",43805
"20001","Researchers (FTE) - Total ","NLD","Netherlands","2004","2004",48402
"20001","Researchers (FTE) - Total ","NLD","Netherlands","2005","2005",47854
"20001","Researchers (FTE) - Total ","NLD","Netherlands","2006","2006",53150
"20001","Researchers (FTE) - Total ","NLD","Netherlands","2007","2007",51057
"20001","Researchers (FTE) - Total ","NLD","Netherlands","2008","2008",50727
"20001","Researchers (FTE) - Total ","NLD","Netherlands","2009","2009",46958
"20001","Researchers (FTE) - Total ","NLD","Netherlands","2010","2010",53703
"20001","Researchers (FTE) - Total ","NLD","Netherlands","2011","2011",58447
"20001","Researchers (FTE) - Total ","NLD","Netherlands","2012","2012",71133
"20001","Researchers (FTE) - Total ","NLD","Netherlands","2013","2013",72325
"20001","Researchers (FTE) - Total ","NZL","New Zealand","1997","1997",8264
"20001","Researchers (FTE) - Total ","NZL","New Zealand","1999","1999",8768
"20001","Researchers (FTE) - Total ","NZL","New Zealand","2001","2001",10329
"20001","Researchers (FTE) - Total ","NZL","New Zealand","2003","2003",12363
"20001","Researchers (FTE) - Total ","NZL","New Zealand","2005","2005",12986
"20001","Researchers (FTE) - Total ","NZL","New Zealand","2007","2007",14600
"20001","Researchers (FTE) - Total ","NZL","New Zealand","2009","2009",16100
"20001","Researchers (FTE) - Total ","NZL","New Zealand","2011","2011",16300
"20001","Researchers (FTE) - Total ","NOR","Norway","1997","1997",17490
"20001","Researchers (FTE) - Total ","NOR","Norway","1999","1999",18295
"20001","Researchers (FTE) - Total ","NOR","Norway","2001","2001",19685
"20001","Researchers (FTE) - Total ","NOR","Norway","2003","2003",20547
"20001","Researchers (FTE) - Total ","NOR","Norway","2004","2004",20662
"20001","Researchers (FTE) - Total ","NOR","Norway","2005","2005",21200
"20001","Researchers (FTE) - Total ","NOR","Norway","2006","2006",22580
"20001","Researchers (FTE) - Total ","NOR","Norway","2007","2007",24351
"20001","Researchers (FTE) - Total ","NOR","Norway","2008","2008",25578
"20001","Researchers (FTE) - Total ","NOR","Norway","2009","2009",26273
"20001","Researchers (FTE) - Total ","NOR","Norway","2010","2010",26451
"20001","Researchers (FTE) - Total ","NOR","Norway","2011","2011",27228
"20001","Researchers (FTE) - Total ","NOR","Norway","2012","2012",27841
"20001","Researchers (FTE) - Total ","NOR","Norway","2013","2013",28343
"20001","Researchers (FTE) - Total ","POL","Poland","1996","1996",52474
"20001","Researchers (FTE) - Total ","POL","Poland","1997","1997",55602
"20001","Researchers (FTE) - Total ","POL","Poland","1998","1998",56179
"20001","Researchers (FTE) - Total ","POL","Poland","1999","1999",56433
"20001","Researchers (FTE) - Total ","POL","Poland","2000","2000",55174
"20001","Researchers (FTE) - Total ","POL","Poland","2001","2001",56148
"20001","Researchers (FTE) - Total ","POL","Poland","2002","2002",56725
"20001","Researchers (FTE) - Total ","POL","Poland","2003","2003",58595
"20001","Researchers (FTE) - Total ","POL","Poland","2004","2004",60944
"20001","Researchers (FTE) - Total ","POL","Poland","2005","2005",62162
"20001","Researchers (FTE) - Total ","POL","Poland","2006","2006",59573
"20001","Researchers (FTE) - Total ","POL","Poland","2007","2007",61395
"20001","Researchers (FTE) - Total ","POL","Poland","2008","2008",61805
"20001","Researchers (FTE) - Total ","POL","Poland","2009","2009",61105
"20001","Researchers (FTE) - Total ","POL","Poland","2010","2010",64511
"20001","Researchers (FTE) - Total ","POL","Poland","2011","2011",64133
"20001","Researchers (FTE) - Total ","POL","Poland","2012","2012",67001
"20001","Researchers (FTE) - Total ","POL","Poland","2013","2013",71472
"20001","Researchers (FTE) - Total ","PRT","Portugal","1996","1996",12621
"20001","Researchers (FTE) - Total ","PRT","Portugal","1997","1997",13642
"20001","Researchers (FTE) - Total ","PRT","Portugal","1998","1998",14697
"20001","Researchers (FTE) - Total ","PRT","Portugal","1999","1999",15752
"20001","Researchers (FTE) - Total ","PRT","Portugal","2000","2000",16738
"20001","Researchers (FTE) - Total ","PRT","Portugal","2001","2001",17725
"20001","Researchers (FTE) - Total ","PRT","Portugal","2002","2002",18984
"20001","Researchers (FTE) - Total ","PRT","Portugal","2003","2003",20242
"20001","Researchers (FTE) - Total ","PRT","Portugal","2004","2004",20684
"20001","Researchers (FTE) - Total ","PRT","Portugal","2005","2005",21126
"20001","Researchers (FTE) - Total ","PRT","Portugal","2006","2006",24651
"20001","Researchers (FTE) - Total ","PRT","Portugal","2007","2007",28176
"20001","Researchers (FTE) - Total ","PRT","Portugal","2008","2008",40408
"20001","Researchers (FTE) - Total ","PRT","Portugal","2009","2009",39834
"20001","Researchers (FTE) - Total ","PRT","Portugal","2010","2010",41523
"20001","Researchers (FTE) - Total ","PRT","Portugal","2011","2011",44061
"20001","Researchers (FTE) - Total ","PRT","Portugal","2012","2012",42498
"20001","Researchers (FTE) - Total ","PRT","Portugal","2013","2013",43321
"20001","Researchers (FTE) - Total ","SVK","Slovakia","1996","1996",10010
"20001","Researchers (FTE) - Total ","SVK","Slovakia","1997","1997",9993
"20001","Researchers (FTE) - Total ","SVK","Slovakia","1998","1998",10145
"20001","Researchers (FTE) - Total ","SVK","Slovakia","1999","1999",9204
"20001","Researchers (FTE) - Total ","SVK","Slovakia","2000","2000",9955
"20001","Researchers (FTE) - Total ","SVK","Slovakia","2001","2001",9585
"20001","Researchers (FTE) - Total ","SVK","Slovakia","2002","2002",9181
"20001","Researchers (FTE) - Total ","SVK","Slovakia","2003","2003",9627
"20001","Researchers (FTE) - Total ","SVK","Slovakia","2004","2004",10718
"20001","Researchers (FTE) - Total ","SVK","Slovakia","2005","2005",10921
"20001","Researchers (FTE) - Total ","SVK","Slovakia","2006","2006",11776
"20001","Researchers (FTE) - Total ","SVK","Slovakia","2007","2007",12354
"20001","Researchers (FTE) - Total ","SVK","Slovakia","2008","2008",12587
"20001","Researchers (FTE) - Total ","SVK","Slovakia","2009","2009",13290
"20001","Researchers (FTE) - Total ","SVK","Slovakia","2010","2010",15183
"20001","Researchers (FTE) - Total ","SVK","Slovakia","2011","2011",15326
"20001","Researchers (FTE) - Total ","SVK","Slovakia","2012","2012",15271
"20001","Researchers (FTE) - Total ","SVK","Slovakia","2013","2013",14727
"20001","Researchers (FTE) - Total ","ESP","Spain","1996","1996",51633
"20001","Researchers (FTE) - Total ","ESP","Spain","1997","1997",53883
"20001","Researchers (FTE) - Total ","ESP","Spain","1998","1998",60269
"20001","Researchers (FTE) - Total ","ESP","Spain","1999","1999",61568
"20001","Researchers (FTE) - Total ","ESP","Spain","2000","2000",76670
"20001","Researchers (FTE) - Total ","ESP","Spain","2001","2001",80081
"20001","Researchers (FTE) - Total ","ESP","Spain","2002","2002",83318
"20001","Researchers (FTE) - Total ","ESP","Spain","2003","2003",92523
"20001","Researchers (FTE) - Total ","ESP","Spain","2004","2004",100994
"20001","Researchers (FTE) - Total ","ESP","Spain","2005","2005",109720
"20001","Researchers (FTE) - Total ","ESP","Spain","2006","2006",115798
"20001","Researchers (FTE) - Total ","ESP","Spain","2007","2007",122624
"20001","Researchers (FTE) - Total ","ESP","Spain","2008","2008",130986
"20001","Researchers (FTE) - Total ","ESP","Spain","2009","2009",133803
"20001","Researchers (FTE) - Total ","ESP","Spain","2010","2010",134653
"20001","Researchers (FTE) - Total ","ESP","Spain","2011","2011",130235
